n, dr =  1000  ????
ind   r               v               rho             Er
0715  1.13946467E+12  2.07381535E+08  2.75222744E-13  8.82153765E+02
0716  1.14393550E+12  2.07406708E+08  2.73042508E-13  8.74118113E+02
0717  1.14842386E+12  2.07431779E+08  2.70879682E-13  8.66177374E+02
0718  1.15292983E+12  2.07456748E+08  2.68734123E-13  8.58330425E+02
0719  1.15745349E+12  2.07481616E+08  2.66605692E-13  8.50576152E+02
0720  1.16199489E+12  2.07506383E+08  2.64494251E-13  8.42913457E+02
0721  1.16655411E+12  2.07531050E+08  2.62399663E-13  8.35341254E+02
0722  1.17113122E+12  2.07555617E+08  2.60321791E-13  8.27858471E+02
0723  1.17572629E+12  2.07580085E+08  2.58260501E-13  8.20464047E+02
0724  1.18033939E+12  2.07604453E+08  2.56215658E-13  8.13156935E+02
0725  1.18497059E+12  2.07628723E+08  2.54187130E-13  8.05936101E+02
0726  1.18961996E+12  2.07652895E+08  2.52174785E-13  7.98800521E+02
0727  1.19428757E+12  2.07676969E+08  2.50178493E-13  7.91749186E+02
0728  1.19897350E+12  2.07700945E+08  2.48198124E-13  7.84781097E+02
0729  1.20367781E+12  2.07724824E+08  2.46233549E-13  7.77895267E+02
0730  1.20840058E+12  2.07748607E+08  2.44284642E-13  7.71090723E+02
0731  1.21314188E+12  2.07772294E+08  2.42351275E-13  7.64366500E+02
0732  1.21790178E+12  2.07795884E+08  2.40433324E-13  7.57721648E+02
0733  1.22268036E+12  2.07819380E+08  2.38530664E-13  7.51155225E+02
0734  1.22747769E+12  2.07842780E+08  2.36643171E-13  7.44666304E+02
0735  1.23229384E+12  2.07866086E+08  2.34770724E-13  7.38253965E+02
0736  1.23712889E+12  2.07889297E+08  2.32913202E-13  7.31917302E+02
0737  1.24198291E+12  2.07912415E+08  2.31070483E-13  7.25655419E+02
0738  1.24685598E+12  2.07935439E+08  2.29242449E-13  7.19467430E+02
0739  1.25174816E+12  2.07958370E+08  2.27428982E-13  7.13352459E+02
0740  1.25665954E+12  2.07981209E+08  2.25629963E-13  7.07309642E+02
0741  1.26159019E+12  2.08003955E+08  2.23845278E-13  7.01338125E+02
0742  1.26654018E+12  2.08026609E+08  2.22074809E-13  6.95437064E+02
0743  1.27150960E+12  2.08049172E+08  2.20318443E-13  6.89605624E+02
0744  1.27649852E+12  2.08071644E+08  2.18576067E-13  6.83842980E+02
0745  1.28150701E+12  2.08094025E+08  2.16847567E-13  6.78148320E+02
0746  1.28653515E+12  2.08116316E+08  2.15132831E-13  6.72520837E+02
0747  1.29158302E+12  2.08138517E+08  2.13431750E-13  6.66959737E+02
0748  1.29665070E+12  2.08160628E+08  2.11744213E-13  6.61464234E+02
0749  1.30173826E+12  2.08182650E+08  2.10070112E-13  6.56033551E+02
0750  1.30684578E+12  2.08204583E+08  2.08409337E-13  6.50666921E+02
0751  1.31197334E+12  2.08226428E+08  2.06761782E-13  6.45363587E+02
0752  1.31712102E+12  2.08248184E+08  2.05127341E-13  6.40122799E+02
0753  1.32228890E+12  2.08269853E+08  2.03505909E-13  6.34943817E+02
0754  1.32747705E+12  2.08291434E+08  2.01897379E-13  6.29825909E+02
0755  1.33268556E+12  2.08312929E+08  2.00301650E-13  6.24768354E+02
0756  1.33791451E+12  2.08334336E+08  1.98718617E-13  6.19770437E+02
0757  1.34316397E+12  2.08355658E+08  1.97148179E-13  6.14831453E+02
0758  1.34843403E+12  2.08376893E+08  1.95590235E-13  6.09950704E+02
0759  1.35372477E+12  2.08398043E+08  1.94044684E-13  6.05127501E+02
0760  1.35903626E+12  2.08419107E+08  1.92511426E-13  6.00361164E+02
0761  1.36436860E+12  2.08440087E+08  1.90990364E-13  5.95651020E+02
0762  1.36972186E+12  2.08460982E+08  1.89481398E-13  5.90996405E+02
0763  1.37509612E+12  2.08481793E+08  1.87984432E-13  5.86396661E+02
0764  1.38049147E+12  2.08502521E+08  1.86499370E-13  5.81851140E+02
0765  1.38590799E+12  2.08523164E+08  1.85026115E-13  5.77359201E+02
0766  1.39134576E+12  2.08543725E+08  1.83564573E-13  5.72920210E+02
0767  1.39680487E+12  2.08564203E+08  1.82114650E-13  5.68533540E+02
0768  1.40228540E+12  2.08584598E+08  1.80676253E-13  5.64198574E+02
0769  1.40778743E+12  2.08604912E+08  1.79249289E-13  5.59914700E+02
0770  1.41331104E+12  2.08625143E+08  1.77833667E-13  5.55681313E+02
0771  1.41885633E+12  2.08645293E+08  1.76429294E-13  5.51497818E+02
0772  1.42442338E+12  2.08665362E+08  1.75036082E-13  5.47363624E+02
0773  1.43001227E+12  2.08685351E+08  1.73653941E-13  5.43278148E+02
0774  1.43562309E+12  2.08705258E+08  1.72282781E-13  5.39240815E+02
0775  1.44125593E+12  2.08725086E+08  1.70922515E-13  5.35251055E+02
0776  1.44691086E+12  2.08744834E+08  1.69573055E-13  5.31308307E+02
0777  1.45258798E+12  2.08764503E+08  1.68234315E-13  5.27412014E+02
0778  1.45828738E+12  2.08784092E+08  1.66906209E-13  5.23561628E+02
0779  1.46400914E+12  2.08803603E+08  1.65588652E-13  5.19756606E+02
0780  1.46975335E+12  2.08823035E+08  1.64281558E-13  5.15996412E+02
0781  1.47552010E+12  2.08842390E+08  1.62984844E-13  5.12280516E+02
0782  1.48130947E+12  2.08861666E+08  1.61698427E-13  5.08608395E+02
0783  1.48712156E+12  2.08880865E+08  1.60422225E-13  5.04979532E+02
0784  1.49295646E+12  2.08899987E+08  1.59156155E-13  5.01393416E+02
0785  1.49881425E+12  2.08919032E+08  1.57900137E-13  4.97849541E+02
0786  1.50469502E+12  2.08938000E+08  1.56654089E-13  4.94347409E+02
0787  1.51059886E+12  2.08956893E+08  1.55417932E-13  4.90886526E+02
0788  1.51652587E+12  2.08975709E+08  1.54191587E-13  4.87466405E+02
0789  1.52247614E+12  2.08994450E+08  1.52974975E-13  4.84086565E+02
0790  1.52844975E+12  2.09013115E+08  1.51768019E-13  4.80746531E+02
0791  1.53444680E+12  2.09031706E+08  1.50570640E-13  4.77445831E+02
0792  1.54046738E+12  2.09050222E+08  1.49382763E-13  4.74184001E+02
0793  1.54651159E+12  2.09068664E+08  1.48204311E-13  4.70960583E+02
0794  1.55257950E+12  2.09087031E+08  1.47035209E-13  4.67775122E+02
0795  1.55867123E+12  2.09105325E+08  1.45875381E-13  4.64627170E+02
0796  1.56478686E+12  2.09123545E+08  1.44724755E-13  4.61516285E+02
0797  1.57092648E+12  2.09141693E+08  1.43583255E-13  4.58442029E+02
0798  1.57709019E+12  2.09159767E+08  1.42450810E-13  4.55403970E+02
0799  1.58327809E+12  2.09177769E+08  1.41327346E-13  4.52401679E+02
0800  1.58949027E+12  2.09195699E+08  1.40212792E-13  4.49434735E+02
0801  1.59572682E+12  2.09213557E+08  1.39107077E-13  4.46502721E+02
0802  1.60198784E+12  2.09231343E+08  1.38010130E-13  4.43605223E+02
0803  1.60827342E+12  2.09249058E+08  1.36921880E-13  4.40741835E+02
0804  1.61458367E+12  2.09266702E+08  1.35842259E-13  4.37912154E+02
0805  1.62091868E+12  2.09284276E+08  1.34771196E-13  4.35115783E+02
0806  1.62727854E+12  2.09301778E+08  1.33708625E-13  4.32352327E+02
0807  1.63366335E+12  2.09319211E+08  1.32654477E-13  4.29621399E+02
0808  1.64007322E+12  2.09336574E+08  1.31608684E-13  4.26922614E+02
0809  1.64650824E+12  2.09353867E+08  1.30571181E-13  4.24255594E+02
0810  1.65296851E+12  2.09371090E+08  1.29541900E-13  4.21619963E+02
0811  1.65945412E+12  2.09388245E+08  1.28520776E-13  4.19015352E+02
0812  1.66596518E+12  2.09405331E+08  1.27507743E-13  4.16441393E+02
0813  1.67250179E+12  2.09422349E+08  1.26502738E-13  4.13897725E+02
0814  1.67906405E+12  2.09439298E+08  1.25505696E-13  4.11383992E+02
0815  1.68565205E+12  2.09456180E+08  1.24516553E-13  4.08899839E+02
0816  1.69226590E+12  2.09472994E+08  1.23535247E-13  4.06444918E+02
0817  1.69890570E+12  2.09489741E+08  1.22561715E-13  4.04018884E+02
0818  1.70557156E+12  2.09506420E+08  1.21595894E-13  4.01621396E+02
0819  1.71226357E+12  2.09523033E+08  1.20637723E-13  3.99252118E+02
0820  1.71898183E+12  2.09539579E+08  1.19687142E-13  3.96910716E+02
0821  1.72572646E+12  2.09556059E+08  1.18744089E-13  3.94596861E+02
0822  1.73249754E+12  2.09572473E+08  1.17808504E-13  3.92310230E+02
0823  1.73929520E+12  2.09588822E+08  1.16880328E-13  3.90050501E+02
0824  1.74611953E+12  2.09605105E+08  1.15959502E-13  3.87817356E+02
0825  1.75297063E+12  2.09621322E+08  1.15045967E-13  3.85610482E+02
0826  1.75984861E+12  2.09637475E+08  1.14139665E-13  3.83429569E+02
0827  1.76675358E+12  2.09653564E+08  1.13240538E-13  3.81274311E+02
0828  1.77368565E+12  2.09669588E+08  1.12348529E-13  3.79144406E+02
0829  1.78064491E+12  2.09685547E+08  1.11463581E-13  3.77039554E+02
0830  1.78763148E+12  2.09701443E+08  1.10585638E-13  3.74959460E+02
0831  1.79464546E+12  2.09717276E+08  1.09714644E-13  3.72903833E+02
0832  1.80168696E+12  2.09733045E+08  1.08850544E-13  3.70872383E+02
0833  1.80875608E+12  2.09748751E+08  1.07993282E-13  3.68864826E+02
0834  1.81585295E+12  2.09764394E+08  1.07142805E-13  3.66880880E+02
0835  1.82297766E+12  2.09779975E+08  1.06299057E-13  3.64920267E+02
0836  1.83013032E+12  2.09795494E+08  1.05461986E-13  3.62982711E+02
0837  1.83731105E+12  2.09810950E+08  1.04631538E-13  3.61067941E+02
0838  1.84451996E+12  2.09826345E+08  1.03807661E-13  3.59175689E+02
0839  1.85175714E+12  2.09841678E+08  1.02990301E-13  3.57305688E+02
0840  1.85902273E+12  2.09856950E+08  1.02179407E-13  3.55457676E+02
0841  1.86631682E+12  2.09872160E+08  1.01374929E-13  3.53631395E+02
0842  1.87363953E+12  2.09887310E+08  1.00576813E-13  3.51826588E+02
0843  1.88099097E+12  2.09902400E+08  9.97850105E-14  3.50043002E+02
0844  1.88837126E+12  2.09917429E+08  9.89994704E-14  3.48280388E+02
0845  1.89578051E+12  2.09932399E+08  9.82201428E-14  3.46538497E+02
0846  1.90321882E+12  2.09947308E+08  9.74469784E-14  3.44817086E+02
0847  1.91068632E+12  2.09962158E+08  9.66799281E-14  3.43115913E+02
0848  1.91818312E+12  2.09976949E+08  9.59189431E-14  3.41434740E+02
0849  1.92570934E+12  2.09991680E+08  9.51639753E-14  3.39773332E+02
0850  1.93326508E+12  2.10006353E+08  9.44149766E-14  3.38131454E+02
0851  1.94085047E+12  2.10020967E+08  9.36718996E-14  3.36508878E+02
0852  1.94846562E+12  2.10035523E+08  9.29346970E-14  3.34905376E+02
0853  1.95611065E+12  2.10050021E+08  9.22033223E-14  3.33320723E+02
0854  1.96378568E+12  2.10064460E+08  9.14777289E-14  3.31754697E+02
0855  1.97149082E+12  2.10078843E+08  9.07578710E-14  3.30207079E+02
0856  1.97922620E+12  2.10093167E+08  9.00437027E-14  3.28677651E+02
0857  1.98699192E+12  2.10107435E+08  8.93351789E-14  3.27166200E+02
0858  1.99478811E+12  2.10121646E+08  8.86322547E-14  3.25672514E+02
0859  2.00261490E+12  2.10135800E+08  8.79348855E-14  3.24196384E+02
0860  2.01047239E+12  2.10149898E+08  8.72430271E-14  3.22737602E+02
0861  2.01836071E+12  2.10163939E+08  8.65566357E-14  3.21295964E+02
0862  2.02627998E+12  2.10177924E+08  8.58756678E-14  3.19871269E+02
0863  2.03423033E+12  2.10191854E+08  8.52000803E-14  3.18463317E+02
0864  2.04221187E+12  2.10205728E+08  8.45298303E-14  3.17071911E+02
0865  2.05022472E+12  2.10219547E+08  8.38648755E-14  3.15696856E+02
0866  2.05826902E+12  2.10233310E+08  8.32051738E-14  3.14337959E+02
0867  2.06634488E+12  2.10247019E+08  8.25506833E-14  3.12995030E+02
0868  2.07445242E+12  2.10260673E+08  8.19013627E-14  3.11667881E+02
0869  2.08259178E+12  2.10274273E+08  8.12571708E-14  3.10356327E+02
0870  2.09076307E+12  2.10287818E+08  8.06180669E-14  3.09060183E+02
0871  2.09896642E+12  2.10301310E+08  7.99840105E-14  3.07779269E+02
0872  2.10720196E+12  2.10314747E+08  7.93549616E-14  3.06513404E+02
0873  2.11546981E+12  2.10328132E+08  7.87308803E-14  3.05262412E+02
0874  2.12377010E+12  2.10341462E+08  7.81117272E-14  3.04026118E+02
0875  2.13210296E+12  2.10354740E+08  7.74974631E-14  3.02804349E+02
0876  2.14046851E+12  2.10367965E+08  7.68880491E-14  3.01596933E+02
0877  2.14886689E+12  2.10381137E+08  7.62834468E-14  3.00403702E+02
0878  2.15729822E+12  2.10394257E+08  7.56836178E-14  2.99224488E+02
0879  2.16576263E+12  2.10407324E+08  7.50885244E-14  2.98059127E+02
0880  2.17426025E+12  2.10420339E+08  7.44981289E-14  2.96907456E+02
0881  2.18279122E+12  2.10433303E+08  7.39123939E-14  2.95769313E+02
0882  2.19135565E+12  2.10446215E+08  7.33312825E-14  2.94644540E+02
0883  2.19995369E+12  2.10459075E+08  7.27547579E-14  2.93532978E+02
0884  2.20858546E+12  2.10471885E+08  7.21827837E-14  2.92434473E+02
0885  2.21725111E+12  2.10484643E+08  7.16153239E-14  2.91348871E+02
0886  2.22595075E+12  2.10497350E+08  7.10523424E-14  2.90276020E+02
0887  2.23468452E+12  2.10510007E+08  7.04938039E-14  2.89215769E+02
0888  2.24345257E+12  2.10522614E+08  6.99396730E-14  2.88167971E+02
0889  2.25225502E+12  2.10535170E+08  6.93899148E-14  2.87132479E+02
0890  2.26109200E+12  2.10547676E+08  6.88444945E-14  2.86109149E+02
0891  2.26996366E+12  2.10560133E+08  6.83033777E-14  2.85097837E+02
0892  2.27887012E+12  2.10572540E+08  6.77665303E-14  2.84098401E+02
0893  2.28781154E+12  2.10584898E+08  6.72339183E-14  2.83110702E+02
0894  2.29678803E+12  2.10597206E+08  6.67055083E-14  2.82134603E+02
0895  2.30579974E+12  2.10609466E+08  6.61812667E-14  2.81169966E+02
0896  2.31484682E+12  2.10621676E+08  6.56611606E-14  2.80216656E+02
0897  2.32392939E+12  2.10633839E+08  6.51451572E-14  2.79274541E+02
0898  2.33304760E+12  2.10645952E+08  6.46332239E-14  2.78343488E+02
0899  2.34220158E+12  2.10658018E+08  6.41253284E-14  2.77423368E+02
0900  2.35139148E+12  2.10670036E+08  6.36214388E-14  2.76514052E+02
0901  2.36061744E+12  2.10682005E+08  6.31215231E-14  2.75615413E+02
0902  2.36987959E+12  2.10693928E+08  6.26255500E-14  2.74727325E+02
0903  2.37917809E+12  2.10705802E+08  6.21334881E-14  2.73849664E+02
0904  2.38851307E+12  2.10717630E+08  6.16453065E-14  2.72982307E+02
0905  2.39788468E+12  2.10729411E+08  6.11609744E-14  2.72125134E+02
0906  2.40729306E+12  2.10741144E+08  6.06804612E-14  2.71278024E+02
0907  2.41673836E+12  2.10752832E+08  6.02037366E-14  2.70440860E+02
0908  2.42622071E+12  2.10764472E+08  5.97307708E-14  2.69613523E+02
0909  2.43574027E+12  2.10776067E+08  5.92615337E-14  2.68795900E+02
0910  2.44529718E+12  2.10787615E+08  5.87959960E-14  2.67987874E+02
0911  2.45489159E+12  2.10799117E+08  5.83341282E-14  2.67189335E+02
0912  2.46452364E+12  2.10810574E+08  5.78759014E-14  2.66400169E+02
0913  2.47419348E+12  2.10821985E+08  5.74212866E-14  2.65620267E+02
0914  2.48390127E+12  2.10833351E+08  5.69702551E-14  2.64849519E+02
0915  2.49364715E+12  2.10844672E+08  5.65227788E-14  2.64087819E+02
0916  2.50343126E+12  2.10855947E+08  5.60788292E-14  2.63335060E+02
0917  2.51325376E+12  2.10867178E+08  5.56383786E-14  2.62591136E+02
0918  2.52311481E+12  2.10878365E+08  5.52013992E-14  2.61855944E+02
0919  2.53301454E+12  2.10889506E+08  5.47678634E-14  2.61129381E+02
0920  2.54295312E+12  2.10900604E+08  5.43377441E-14  2.60411346E+02
0921  2.55293069E+12  2.10911658E+08  5.39110141E-14  2.59701739E+02
0922  2.56294741E+12  2.10922667E+08  5.34876467E-14  2.59000459E+02
0923  2.57300343E+12  2.10933633E+08  5.30676151E-14  2.58307410E+02
0924  2.58309891E+12  2.10944555E+08  5.26508930E-14  2.57622495E+02
0925  2.59323400E+12  2.10955435E+08  5.22374542E-14  2.56945618E+02
0926  2.60340886E+12  2.10966270E+08  5.18272726E-14  2.56276684E+02
0927  2.61362363E+12  2.10977063E+08  5.14203225E-14  2.55615601E+02
0928  2.62387849E+12  2.10987813E+08  5.10165782E-14  2.54962275E+02
0929  2.63417358E+12  2.10998520E+08  5.06160145E-14  2.54316616E+02
0930  2.64450907E+12  2.11009185E+08  5.02186061E-14  2.53678534E+02
0931  2.65488511E+12  2.11019808E+08  4.98243280E-14  2.53047940E+02
0932  2.66530186E+12  2.11030388E+08  4.94331556E-14  2.52424745E+02
0933  2.67575948E+12  2.11040926E+08  4.90450641E-14  2.51808862E+02
0934  2.68625813E+12  2.11051423E+08  4.86600292E-14  2.51200206E+02
0935  2.69679798E+12  2.11061877E+08  4.82780267E-14  2.50598692E+02
0936  2.70737918E+12  2.11072291E+08  4.78990326E-14  2.50004236E+02
0937  2.71800189E+12  2.11082663E+08  4.75230232E-14  2.49416755E+02
0938  2.72866629E+12  2.11092994E+08  4.71499747E-14  2.48836166E+02
0939  2.73937253E+12  2.11103284E+08  4.67798639E-14  2.48262389E+02
0940  2.75012078E+12  2.11113533E+08  4.64126673E-14  2.47695345E+02
0941  2.76091120E+12  2.11123741E+08  4.60483620E-14  2.47134953E+02
0942  2.77174395E+12  2.11133909E+08  4.56869251E-14  2.46581135E+02
0943  2.78261921E+12  2.11144037E+08  4.53283339E-14  2.46033815E+02
0944  2.79353714E+12  2.11154124E+08  4.49725659E-14  2.45492916E+02
0945  2.80449791E+12  2.11164172E+08  4.46195988E-14  2.44958362E+02
0946  2.81550168E+12  2.11174179E+08  4.42694104E-14  2.44430080E+02
0947  2.82654863E+12  2.11184147E+08  4.39219787E-14  2.43907994E+02
0948  2.83763892E+12  2.11194075E+08  4.35772820E-14  2.43392034E+02
0949  2.84877273E+12  2.11203964E+08  4.32352986E-14  2.42882125E+02
0950  2.85995022E+12  2.11213814E+08  4.28960070E-14  2.42378199E+02
0951  2.87117157E+12  2.11223625E+08  4.25593860E-14  2.41880183E+02
0952  2.88243694E+12  2.11233397E+08  4.22254145E-14  2.41388009E+02
0953  2.89374652E+12  2.11243130E+08  4.18940715E-14  2.40901608E+02
0954  2.90510047E+12  2.11252825E+08  4.15653362E-14  2.40420913E+02
0955  2.91649897E+12  2.11262481E+08  4.12391880E-14  2.39945855E+02
0956  2.92794219E+12  2.11272099E+08  4.09156065E-14  2.39476370E+02
0957  2.93943031E+12  2.11281678E+08  4.05945713E-14  2.39012392E+02
0958  2.95096351E+12  2.11291220E+08  4.02760624E-14  2.38553855E+02
0959  2.96254196E+12  2.11300724E+08  3.99600598E-14  2.38100696E+02
0960  2.97416584E+12  2.11310190E+08  3.96465437E-14  2.37652852E+02
0961  2.98583532E+12  2.11319619E+08  3.93354944E-14  2.37210261E+02
0962  2.99755059E+12  2.11329011E+08  3.90268924E-14  2.36772860E+02
0963  3.00931183E+12  2.11338365E+08  3.87207184E-14  2.36340589E+02
0964  3.02111922E+12  2.11347682E+08  3.84169533E-14  2.35913388E+02
0965  3.03297293E+12  2.11356962E+08  3.81155779E-14  2.35491196E+02
0966  3.04487315E+12  2.11366206E+08  3.78165734E-14  2.35073956E+02
0967  3.05682007E+12  2.11375413E+08  3.75199210E-14  2.34661608E+02
0968  3.06881385E+12  2.11384583E+08  3.72256023E-14  2.34254097E+02
0969  3.08085470E+12  2.11393717E+08  3.69335987E-14  2.33851364E+02
0970  3.09294279E+12  2.11402815E+08  3.66438919E-14  2.33453353E+02
0971  3.10507831E+12  2.11411877E+08  3.63564639E-14  2.33060010E+02
0972  3.11726145E+12  2.11420903E+08  3.60712966E-14  2.32671279E+02
0973  3.12949239E+12  2.11429894E+08  3.57883722E-14  2.32287106E+02
0974  3.14177131E+12  2.11438848E+08  3.55076729E-14  2.31907438E+02
0975  3.15409842E+12  2.11447768E+08  3.52291812E-14  2.31532222E+02
0976  3.16647389E+12  2.11456652E+08  3.49528796E-14  2.31161406E+02
0977  3.17889792E+12  2.11465500E+08  3.46787509E-14  2.30794937E+02
0978  3.19137070E+12  2.11474314E+08  3.44067779E-14  2.30432765E+02
0979  3.20389241E+12  2.11483093E+08  3.41369436E-14  2.30074840E+02
0980  3.21646325E+12  2.11491837E+08  3.38692311E-14  2.29721111E+02
0981  3.22908342E+12  2.11500546E+08  3.36036236E-14  2.29371529E+02
0982  3.24175311E+12  2.11509222E+08  3.33401045E-14  2.29026046E+02
0983  3.25447250E+12  2.11517862E+08  3.30786574E-14  2.28684613E+02
0984  3.26724180E+12  2.11526469E+08  3.28192659E-14  2.28347183E+02
0985  3.28006120E+12  2.11535041E+08  3.25619137E-14  2.28013710E+02
0986  3.29293091E+12  2.11543580E+08  3.23065848E-14  2.27684145E+02
0987  3.30585110E+12  2.11552084E+08  3.20532631E-14  2.27358445E+02
0988  3.31882199E+12  2.11560555E+08  3.18019329E-14  2.27036562E+02
0989  3.33184378E+12  2.11568993E+08  3.15525785E-14  2.26718453E+02
0990  3.34491665E+12  2.11577397E+08  3.13051842E-14  2.26404073E+02
0991  3.35804082E+12  2.11585768E+08  3.10597345E-14  2.26093379E+02
0992  3.37121649E+12  2.11594106E+08  3.08162142E-14  2.25786326E+02
0993  3.38444385E+12  2.11602411E+08  3.05746080E-14  2.25482873E+02
0994  3.39772311E+12  2.11610683E+08  3.03349008E-14  2.25182978E+02
0995  3.41105447E+12  2.11618922E+08  3.00970777E-14  2.24886597E+02
0996  3.42443814E+12  2.11627129E+08  2.98611236E-14  2.24593691E+02
0997  3.43787432E+12  2.11635303E+08  2.96270240E-14  2.24304217E+02
0998  3.45136322E+12  2.11643445E+08  2.93947642E-14  2.24018137E+02
0999  3.46490504E+12  2.11651555E+08  2.91643297E-14  2.23735411E+02
1000  3.47850000E+12  2.11659632E+08  2.89357060E-14  2.23455998E+02
